Feature_1,Feature_2,Correlation
glu_min,rbc_max,-0.07284232695618643
glu_max,rbc_max,0.12270574262837788
glu_avg,rbc_max,0.07537981886114999
figglu_min,rbc_max,-0.10185031393687476
figglu_max,rbc_max,0.08445144996318339
figglu_avg,rbc_max,0.0037454759263172693
pot_min,rbc_max,-0.13402301921565585
pot_max,rbc_max,0.0801936032876649
pot_avg,rbc_max,-0.03459818401197835
sod_min,rbc_max,-0.06022940702609406
sod_max,rbc_max,0.11622940675960385
sod_avg,rbc_max,0.034335390054637586
hem_min,rbc_max,0.29277685199590736
hem_max,rbc_max,0.7184741957766804
hem_avg,rbc_max,0.588059581287535
chl_min,rbc_max,-0.1447545134027994
chl_max,rbc_max,0.03976194288255343
chl_avg,rbc_max,-0.053410136648905863
bun_min,rbc_max,-0.08167783193058242
bun_max,rbc_max,0.04539759294653549
bun_avg,rbc_max,-0.019348810811137825
cre_min,rbc_max,0.005397951362167803
cre_max,rbc_max,0.028942580250722102
cre_avg,rbc_max,0.02035501295503944
hemo_min,rbc_max,0.3330536361936641
hemo_max,rbc_max,0.738540775006863
hemo_avg,rbc_max,0.6079005563580698
car_min,rbc_max,-0.06981759646742848
car_max,rbc_max,0.1831311678343886
car_avg,rbc_max,0.08102656789418754
rbc_min,rbc_max,0.46322915985085233
rbc_max,rbc_max,1.0
rbc_avg,rbc_max,0.7814850027491557
pla_min,rbc_max,-0.10343043925495955
pla_max,rbc_max,0.07523100954193328
pla_avg,rbc_max,-0.023685766969553095
wbc_min,rbc_max,-0.06540707061562658
wbc_max,rbc_max,0.09678871704976107
wbc_avg,rbc_max,0.00907980011527885
hea_min,rbc_max,-0.06547140368515271
hea_max,rbc_max,0.17383410097591107
hea_avg,rbc_max,0.05137802286665951
mag_min,rbc_max,-0.11931217990699926
mag_max,rbc_max,0.07226554429326346
mag_avg,rbc_max,-0.0093294306155323
res_min,rbc_max,-0.15126812776183102
res_max,rbc_max,0.110850419162498
res_avg,rbc_max,-0.0015165338070953008
spo_min,rbc_max,-0.14429539071492908
spo_max,rbc_max,-0.045451904062562005
spo_avg,rbc_max,-0.05751490969303079
spo_alarms,rbc_max,0.11007410210439388
temp_min,rbc_max,-0.09850807649381285
temp_max,rbc_max,0.15289240317851732
temp_avg,rbc_max,0.061863114116113456
hear_mode_1st Deg AV Block,rbc_max,-0.02077017014044171
hear_mode_A Paced,rbc_max,0.06403889549235751
hear_mode_AV Paced,rbc_max,-0.00901445511857437
hear_mode_Atrial Fib,rbc_max,0.03441729109527559
hear_mode_Atrial Flutter,rbc_max,-0.011766265144950052
hear_mode_Junctional,rbc_max,-0.016099801197696613
hear_mode_MultFocalAtrTach,rbc_max,-0.0129532602470067
hear_mode_Normal Sinus,rbc_max,-0.03259940521198401
hear_mode_Parox Atr Tachy,rbc_max,-0.01085556627988005
hear_mode_Sinus Brady,rbc_max,-0.004114003483608889
hear_mode_Sinus Tachy,rbc_max,0.0039364195831839794
hear_mode_V Paced,rbc_max,0.02942759797412434
hear_last_1st Deg AV Block,rbc_max,-0.027266334935000875
hear_last_2nd AVB Mobitz 2,rbc_max,0.000681750539316238
hear_last_A Paced,rbc_max,0.04361685664177959
hear_last_AV Paced,rbc_max,0.0002781710540518917
hear_last_Asystole,rbc_max,0.03791397367570224
hear_last_Atrial Fib,rbc_max,0.03849946918717881
hear_last_Atrial Flutter,rbc_max,-0.0502922673157207
hear_last_Comp Heart Block,rbc_max,-0.012021206338078808
hear_last_Idioventricular,rbc_max,0.03179574886534169
hear_last_Junctional,rbc_max,0.012623096928126196
hear_last_MultFocalAtrTach,rbc_max,-0.0129532602470067
hear_last_Normal Sinus,rbc_max,-0.016867233802249016
hear_last_Other/Remarks,rbc_max,-0.0323104928379584
hear_last_Sinus Brady,rbc_max,-0.0642115027610043
hear_last_Sinus Tachy,rbc_max,0.01949547163792224
hear_last_Supravent Tachy,rbc_max,-0.02081961262373143
hear_last_V Paced,rbc_max,0.001973056636166108
died_immediately,rbc_max,0.021909401809242352
age,rbc_avg,0.026565752234978403
gender,rbc_avg,-0.06321679674615949
ethnicity,rbc_avg,-0.03833038441050511
marital_DIVORCED,rbc_avg,-0.05308482450708717
marital_MARRIED,rbc_avg,-0.008948839564255464
marital_SEPARATED,rbc_avg,-0.0011115386798032445
marital_SINGLE,rbc_avg,0.04017597932719002
marital_WIDOWED,rbc_avg,-0.0010533675463258712
icu_duration_hour,rbc_avg,-0.15108362569221973
icu_times,rbc_avg,-0.08428989955183082
icu_times_total,rbc_avg,-0.09853817368782414
icu_times_sepsis,rbc_avg,-0.059101117469655774
icu_times_total_sepsis,rbc_avg,-0.059101117469655774
Comorbidity,rbc_avg,-0.097522968655853
glu_min,rbc_avg,0.11180390850537265
glu_max,rbc_avg,0.015005164176574987
glu_avg,rbc_avg,0.10277702806844644
figglu_min,rbc_avg,0.03797389469617544
figglu_max,rbc_avg,0.049677660316181864
figglu_avg,rbc_avg,0.0962515747177739
pot_min,rbc_avg,0.04626015317840137
pot_max,rbc_avg,-0.042555414362394114
pot_avg,rbc_avg,-0.017017721707962275
sod_min,rbc_avg,0.07959766180642674
sod_max,rbc_avg,-0.032316008514280854
sod_avg,rbc_avg,0.021821195267402546
hem_min,rbc_avg,0.6750166071512683
hem_max,rbc_avg,0.6559632643758551
hem_avg,rbc_avg,0.8249784003625474
chl_min,rbc_avg,-0.012106629260426917
chl_max,rbc_avg,-0.10669452590179875
chl_avg,rbc_avg,-0.06297539011792337
bun_min,rbc_avg,-0.017776640713327168
bun_max,rbc_avg,-0.10099255475590872
bun_avg,rbc_avg,-0.05946781146568524
cre_min,rbc_avg,0.01585169832876037
cre_max,rbc_avg,0.015256660948871185
cre_avg,rbc_avg,0.011435827082798878
hemo_min,rbc_avg,0.7110424577618005
hemo_max,rbc_avg,0.6561334914080369
hemo_avg,rbc_avg,0.8158366704553552
car_min,rbc_avg,0.09002635842070683
car_max,rbc_avg,0.027416772549742056
car_avg,rbc_avg,0.06292839001963482
rbc_min,rbc_avg,0.8652773299950338
rbc_max,rbc_avg,0.7814850027491557
rbc_avg,rbc_avg,1.0
pla_min,rbc_avg,0.01975588848475176
pla_max,rbc_avg,-0.05251951472432468
pla_avg,rbc_avg,-0.019249688036588858
wbc_min,rbc_avg,0.04164091876938417
wbc_max,rbc_avg,-0.03224243524879351
wbc_avg,rbc_avg,0.012561165281904003
hea_min,rbc_avg,0.03661977615271026
hea_max,rbc_avg,-0.01873674472788164
hea_avg,rbc_avg,0.02563242136291752
mag_min,rbc_avg,0.0070012389678635835
mag_max,rbc_avg,-0.09090416256873579
mag_avg,rbc_avg,-0.04482520642807208
res_min,rbc_avg,0.06551980703584022
res_max,rbc_avg,-0.060351567537242426
res_avg,rbc_avg,0.007316717968583683
spo_min,rbc_avg,0.02014574604274365
spo_max,rbc_avg,-0.057524307953314396
spo_avg,rbc_avg,-0.0644325252718064
spo_alarms,rbc_avg,-0.04988617285535901
temp_min,rbc_avg,-0.024664294600136187
temp_max,rbc_avg,0.011833607635417414
temp_avg,rbc_avg,0.04890011039845929
hear_mode_1st Deg AV Block,rbc_avg,-0.0030047700600258384
hear_mode_A Paced,rbc_avg,0.09840665096848365
hear_mode_AV Paced,rbc_avg,-0.004499311713557796
hear_mode_Atrial Fib,rbc_avg,0.015675094134076802
hear_mode_Atrial Flutter,rbc_avg,-0.0037816343506113155
hear_mode_Junctional,rbc_avg,-0.02105294360849762
hear_mode_MultFocalAtrTach,rbc_avg,0.004732973217596087
hear_mode_Normal Sinus,rbc_avg,-0.065335253856703
hear_mode_Parox Atr Tachy,rbc_avg,-0.018962193595571233
hear_mode_Sinus Brady,rbc_avg,0.014258824948246677
hear_mode_Sinus Tachy,rbc_avg,0.04378607124809759
hear_mode_V Paced,rbc_avg,0.03290051121341928
hear_last_1st Deg AV Block,rbc_avg,-0.015604109743622628
hear_last_2nd AVB Mobitz 2,rbc_avg,-0.01687144358264453
hear_last_A Paced,rbc_avg,0.07507190025573338
hear_last_AV Paced,rbc_avg,-0.02056769517100573
hear_last_Asystole,rbc_avg,-0.008798519824283821
hear_last_Atrial Fib,rbc_avg,0.03829984769316848
hear_last_Atrial Flutter,rbc_avg,-0.050333469131555626
hear_last_Comp Heart Block,rbc_avg,-0.029296472903045233
hear_last_Idioventricular,rbc_avg,0.01223469171795956
hear_last_Junctional,rbc_avg,0.012480839072873166
hear_last_MultFocalAtrTach,rbc_avg,0.004732973217596087
hear_last_Normal Sinus,rbc_avg,-0.00746618534064002
hear_last_Other/Remarks,rbc_avg,-0.045428644140583244
hear_last_Sinus Brady,rbc_avg,-0.043216854366323304
hear_last_Sinus Tachy,rbc_avg,0.021206717506783306
hear_last_Supravent Tachy,rbc_avg,-0.011993026885816042
hear_last_V Paced,rbc_avg,0.013108915679085058
died_immediately,rbc_avg,-0.028550863727578292
age,pla_min,0.08492141888734941
gender,pla_min,0.12363656189798239
ethnicity,pla_min,0.012379201417812123
marital_DIVORCED,pla_min,0.09228887828177874
marital_MARRIED,pla_min,-0.05782320551370097
marital_SEPARATED,pla_min,0.02588124575009907
marital_SINGLE,pla_min,-0.015266157158452823
marital_WIDOWED,pla_min,0.028955171692093495
icu_duration_hour,pla_min,-0.2145609102641997
icu_times,pla_min,0.025011248663993783
icu_times_total,pla_min,0.046157678448483536
icu_times_sepsis,pla_min,0.033300284960759666
icu_times_total_sepsis,pla_min,0.033300284960759666
Comorbidity,pla_min,0.1224683257584214
glu_min,pla_min,0.13907053776358624
glu_max,pla_min,-0.09634619121458307
glu_avg,pla_min,-0.010709634405123358
figglu_min,pla_min,0.1304045891810793
figglu_max,pla_min,-0.09043700977740152
figglu_avg,pla_min,0.0202978586155671
pot_min,pla_min,0.13287127353279313
pot_max,pla_min,-0.09936369732556101
pot_avg,pla_min,0.009030058889369506
sod_min,pla_min,0.1360357328173441
sod_max,pla_min,-0.10415719918420904
sod_avg,pla_min,0.019192792354698625
hem_min,pla_min,0.1339105203893894
hem_max,pla_min,-0.14655860924146555
hem_avg,pla_min,-0.0021826890006428285
chl_min,pla_min,0.05853445947765346
chl_max,pla_min,-0.1393584941667506
chl_avg,pla_min,-0.04527240540366345
bun_min,pla_min,-0.08907023142628989
bun_max,pla_min,-0.24843912482984493
bun_avg,pla_min,-0.18248988931452334
cre_min,pla_min,-0.029469479428354237
cre_max,pla_min,-0.013894971416862422
cre_avg,pla_min,-0.03990510595448761
hemo_min,pla_min,0.08418268066271564
hemo_max,pla_min,-0.22061876481781992
hemo_avg,pla_min,-0.07881723208593629
car_min,pla_min,0.26176735827714953
car_max,pla_min,-0.01081117211703191
car_avg,pla_min,0.12803620247550107
rbc_min,pla_min,0.15007047074296934
rbc_max,pla_min,-0.10343043925495955
rbc_avg,pla_min,0.01975588848475176
pla_min,pla_min,1.0
pla_max,pla_min,0.6313571625647759
pla_avg,pla_min,0.9053998217322908
wbc_min,pla_min,0.19183477106083902
wbc_max,pla_min,-0.0024332784687179105
wbc_avg,pla_min,0.10357912733794258
hea_min,pla_min,0.14343151443102248
hea_max,pla_min,-0.15676139115004623
hea_avg,pla_min,-0.08502305566599297
mag_min,pla_min,0.15649760548350097
mag_max,pla_min,-0.1139441161789673
mag_avg,pla_min,-0.008825490280908246
res_min,pla_min,0.1424386742735854
res_max,pla_min,-0.17285198110746447
res_avg,pla_min,-0.14174119902087048
spo_min,pla_min,0.1540560341318004
spo_max,pla_min,0.012672444593774743
spo_avg,pla_min,0.07157647066593793
spo_alarms,pla_min,-0.1704061595077487
temp_min,pla_min,0.0745737696337043
temp_max,pla_min,-0.1324658221998691
temp_avg,pla_min,-0.005650550983320527
hear_mode_1st Deg AV Block,pla_min,0.024224029424320063
hear_mode_A Paced,pla_min,0.022562634212672166
hear_mode_AV Paced,pla_min,-0.06233827970496374
hear_mode_Atrial Fib,pla_min,-0.06350800127221141
hear_mode_Atrial Flutter,pla_min,0.06310452798186733
hear_mode_Junctional,pla_min,0.043051803873507336
hear_mode_MultFocalAtrTach,pla_min,-0.003768127251492781
hear_mode_Normal Sinus,pla_min,0.0563800891967312
hear_mode_Parox Atr Tachy,pla_min,0.0193338124483428
hear_mode_Sinus Brady,pla_min,0.049615329031388655
hear_mode_Sinus Tachy,pla_min,-0.020785596707318495
hear_mode_V Paced,pla_min,-0.03691066490806222
hear_last_1st Deg AV Block,pla_min,-0.008156951606651527
hear_last_2nd AVB Mobitz 2,pla_min,-0.02009349797270992
hear_last_A Paced,pla_min,0.010913472023845051
hear_last_AV Paced,pla_min,-0.053232365187533076
hear_last_Asystole,pla_min,-0.052502101845375036
hear_last_Atrial Fib,pla_min,-0.019322017532000694
hear_last_Atrial Flutter,pla_min,0.05190391819064872
hear_last_Comp Heart Block,pla_min,-0.052185818319675115
hear_last_Idioventricular,pla_min,-0.03395064816118839
hear_last_Junctional,pla_min,0.013820014441095237
hear_last_MultFocalAtrTach,pla_min,-0.003768127251492781
hear_last_Normal Sinus,pla_min,0.13450991362636966
hear_last_Other/Remarks,pla_min,-0.0503817024171996
hear_last_Sinus Brady,pla_min,-0.05737270217098301
hear_last_Sinus Tachy,pla_min,-0.0703914651598133
hear_last_Supravent Tachy,pla_min,0.08432726947054679
hear_last_V Paced,pla_min,-0.04836772701219942
died_immediately,pla_min,-0.16922302127727415
age,pla_max,0.0031444328359895705
gender,pla_max,0.04006751193275918
ethnicity,pla_max,0.0016454442404085304
marital_DIVORCED,pla_max,0.0395184892251012
marital_MARRIED,pla_max,-0.007591301484945847
marital_SEPARATED,pla_max,-0.0012060421635837696
marital_SINGLE,pla_max,-0.0272437700958959
marital_WIDOWED,pla_max,0.01697613981309778
icu_duration_hour,pla_max,0.30931664854681706
icu_times,pla_max,-0.005787158458724433
icu_times_total,pla_max,-0.00547551764151711
icu_times_sepsis,pla_max,0.0202237643366034
icu_times_total_sepsis,pla_max,0.0202237643366034
Comorbidity,pla_max,0.08697770239442269
glu_min,pla_max,-0.13058623343429904
glu_max,pla_max,0.11165058665738074
glu_avg,pla_max,-0.01086563175435302
figglu_min,pla_max,-0.1266354563960088
figglu_max,pla_max,0.033869697896368865
figglu_avg,pla_max,-0.07618910587700703
pot_min,pla_max,-0.11952975671251487
pot_max,pla_max,0.14945161430495432
pot_avg,pla_max,0.012411483870888437
sod_min,pla_max,-0.10488227552427824
sod_max,pla_max,0.13097349599028474
sod_avg,pla_max,0.013196529349444085
hem_min,pla_max,-0.21807918878798696
hem_max,pla_max,0.06330392449115617
hem_avg,pla_max,-0.11055303859549624
chl_min,pla_max,-0.20022372088317986
chl_max,pla_max,0.05819586710675261
chl_avg,pla_max,-0.08438029784727678
bun_min,pla_max,-0.18530222739063296
bun_max,pla_max,-0.015858857288653935
bun_avg,pla_max,-0.12120553708693489
cre_min,pla_max,-0.07638748592670602
cre_max,pla_max,-0.02071056472772113
cre_avg,pla_max,-0.06242953069712702
hemo_min,pla_max,-0.23840000312257836
hemo_max,pla_max,0.013661960586581052
hemo_avg,pla_max,-0.15039776117444542
car_min,pla_max,0.04305743347300142
car_max,pla_max,0.27463164534333356
car_avg,pla_max,0.1975437207105075
rbc_min,pla_max,-0.16406219056136148
rbc_max,pla_max,0.07523100954193328
rbc_avg,pla_max,-0.05251951472432468
pla_min,pla_max,0.6313571625647759
pla_max,pla_max,1.0
pla_avg,pla_max,0.8857776693895387
wbc_min,pla_max,0.03696118190742386
wbc_max,pla_max,0.1984973641881273
wbc_avg,pla_max,0.11964046117531846
hea_min,pla_max,0.00324072792862635
hea_max,pla_max,0.1307431038464074
hea_avg,pla_max,-0.025700541727281985
mag_min,pla_max,-0.03613862982619426
mag_max,pla_max,0.12380562108808578
mag_avg,pla_max,0.03672110650463082
res_min,pla_max,-0.16221434673353635
res_max,pla_max,0.18554378742290153
res_avg,pla_max,-0.07270788794032006
spo_min,pla_max,-0.07962779740454146
spo_max,pla_max,0.07502156107024827
spo_avg,pla_max,0.10248691010760666
spo_alarms,pla_max,0.07125525609202446
temp_min,pla_max,-0.023042740220092915
temp_max,pla_max,0.18146506681881372
temp_avg,pla_max,0.10994262795200219
hear_mode_1st Deg AV Block,pla_max,-0.014040256469372653
hear_mode_A Paced,pla_max,0.01054483915292105
hear_mode_AV Paced,pla_max,-0.07379103662116696
hear_mode_Atrial Fib,pla_max,-0.03597688757304011
hear_mode_Atrial Flutter,pla_max,0.06113480406175817
hear_mode_Junctional,pla_max,0.012692056648942917
hear_mode_MultFocalAtrTach,pla_max,-0.02203431803479243
hear_mode_Normal Sinus,pla_max,0.06902569761328298
hear_mode_Parox Atr Tachy,pla_max,0.10413132726587905
hear_mode_Sinus Brady,pla_max,0.0019490469418337022
hear_mode_Sinus Tachy,pla_max,-0.042430018961798245
hear_mode_V Paced,pla_max,-0.021545385425776192
hear_last_1st Deg AV Block,pla_max,-0.012114045085784113
hear_last_2nd AVB Mobitz 2,pla_max,-0.026143948174879472
hear_last_A Paced,pla_max,-0.0066148868376321255
hear_last_AV Paced,pla_max,-0.023980048979051524
hear_last_Asystole,pla_max,-0.023625063875416647
hear_last_Atrial Fib,pla_max,-0.019206123494216545
hear_last_Atrial Flutter,pla_max,0.04218310763217459
hear_last_Comp Heart Block,pla_max,-0.044552782915073835
hear_last_Idioventricular,pla_max,-0.03749348118525365
hear_last_Junctional,pla_max,-0.009117820916475294
hear_last_MultFocalAtrTach,pla_max,-0.02203431803479243
hear_last_Normal Sinus,pla_max,0.09631323754174112
hear_last_Other/Remarks,pla_max,-0.02332628510587849
hear_last_Sinus Brady,pla_max,-0.07734582864285255
hear_last_Sinus Tachy,pla_max,-0.03308046756263706
hear_last_Supravent Tachy,pla_max,0.03919917105250425
hear_last_V Paced,pla_max,-0.02215551605449077
died_immediately,pla_max,-0.08119129594339078
age,pla_avg,0.04961581226380233
gender,pla_avg,0.09546853236125946
ethnicity,pla_avg,0.012764109552339071
marital_DIVORCED,pla_avg,0.06405987232840592
marital_MARRIED,pla_avg,-0.03628152925943715
marital_SEPARATED,pla_avg,0.010589324288646713
marital_SINGLE,pla_avg,-0.017975744732451265
marital_WIDOWED,pla_avg,0.02559443983007142
icu_duration_hour,pla_avg,0.045576534143955724
icu_times,pla_avg,0.00956457633246437
icu_times_total,pla_avg,0.02362816373031011
icu_times_sepsis,pla_avg,0.025604111662835837
icu_times_total_sepsis,pla_avg,0.025604111662835837
Comorbidity,pla_avg,0.11206537464411902
glu_min,pla_avg,0.014479589893383153
glu_max,pla_avg,0.005633348470912996
glu_avg,pla_avg,-0.005483248375939334
figglu_min,pla_avg,0.012972102582065013
figglu_max,pla_avg,-0.039603223944067054
figglu_avg,pla_avg,-0.03047202376265518
pot_min,pla_avg,0.01182061071000331
pot_max,pla_avg,0.03240580626888552
pot_avg,pla_avg,0.017547384915744795
sod_min,pla_avg,0.020856736923865422
sod_max,pla_avg,0.014158586006320513
sod_avg,pla_avg,0.015721546514749447
hem_min,pla_avg,-0.04089499531630041
hem_max,pla_avg,-0.05451611201078819
hem_avg,pla_avg,-0.0609969050949146
chl_min,pla_avg,-0.07713083025603377
chl_max,pla_avg,-0.04874763112145081
chl_avg,pla_avg,-0.07393082600218848
bun_min,pla_avg,-0.14573615192252745
bun_max,pla_avg,-0.15069708910417046
bun_avg,pla_avg,-0.16668681747353156
cre_min,pla_avg,-0.05534885585521314
cre_max,pla_avg,-0.017526293111696498
cre_avg,pla_avg,-0.053988271796842735
hemo_min,pla_avg,-0.08288118235135071
hemo_max,pla_avg,-0.12621962046130253
hemo_avg,pla_avg,-0.1286513796095945
car_min,pla_avg,0.17417286659642664
car_max,pla_avg,0.14016921939135638
car_avg,pla_avg,0.18032233333606698
rbc_min,pla_avg,-0.005020720310962392
rbc_max,pla_avg,-0.023685766969553095
rbc_avg,pla_avg,-0.019249688036588858
pla_min,pla_avg,0.9053998217322908
pla_max,pla_avg,0.8857776693895387
pla_avg,pla_avg,1.0
wbc_min,pla_avg,0.1289365830046031
wbc_max,pla_avg,0.09747790687822318
wbc_avg,pla_avg,0.11897664315213578
hea_min,pla_avg,0.07630979994380371
hea_max,pla_avg,-0.021757652271915364
hea_avg,pla_avg,-0.06434737789902284
mag_min,pla_avg,0.0780473405138674
mag_max,pla_avg,0.0024020276414374268
mag_avg,pla_avg,0.01973092732153451
res_min,pla_avg,-0.008140532356449076
res_max,pla_avg,-0.0043962986796271504
res_avg,pla_avg,-0.1235366301918556
spo_min,pla_avg,0.04349149819430032
spo_max,pla_avg,0.04858924925803376
spo_avg,pla_avg,0.09149839607224987
spo_alarms,pla_avg,-0.05679092146193166
temp_min,pla_avg,0.03714448747787952
temp_max,pla_avg,0.019253684795567393
temp_avg,pla_avg,0.050945501272697244
hear_mode_1st Deg AV Block,pla_avg,0.00868273300898656
hear_mode_A Paced,pla_avg,0.022797447709052086
hear_mode_AV Paced,pla_avg,-0.07587503553350386
hear_mode_Atrial Fib,pla_avg,-0.0587940500547321
hear_mode_Atrial Flutter,pla_avg,0.07560232124952936
hear_mode_Junctional,pla_avg,0.030389277038964102
hear_mode_MultFocalAtrTach,pla_avg,-0.014543802669915158
hear_mode_Normal Sinus,pla_avg,0.07427673095202716
hear_mode_Parox Atr Tachy,pla_avg,0.05827298257793225
hear_mode_Sinus Brady,pla_avg,0.031558040024171834
hear_mode_Sinus Tachy,pla_avg,-0.038549743264821086
hear_mode_V Paced,pla_avg,-0.036038149835837675
hear_last_1st Deg AV Block,pla_avg,-0.009887380592715081
hear_last_2nd AVB Mobitz 2,pla_avg,-0.02483221811727543
hear_last_A Paced,pla_avg,0.006092033683384193
hear_last_AV Paced,pla_avg,-0.045493725211300094
hear_last_Asystole,pla_avg,-0.0345005035813432
hear_last_Atrial Fib,pla_avg,-0.025260941806629952
hear_last_Atrial Flutter,pla_avg,0.059400720004643075
hear_last_Comp Heart Block,pla_avg,-0.050239746656130894
hear_last_Idioventricular,pla_avg,-0.03919020532403299
hear_last_Junctional,pla_avg,-0.0017054036233099534
hear_last_MultFocalAtrTach,pla_avg,-0.014543802669915158
hear_last_Normal Sinus,pla_avg,0.1332804167762839
hear_last_Other/Remarks,pla_avg,-0.025957400382290316
hear_last_Sinus Brady,pla_avg,-0.07557083224867908
hear_last_Sinus Tachy,pla_avg,-0.07120672314692515
hear_last_Supravent Tachy,pla_avg,0.06720360714312386
hear_last_V Paced,pla_avg,-0.036196977522248916
died_immediately,pla_avg,-0.13454800852361046
age,wbc_min,0.0672226289059803
gender,wbc_min,0.043912947052845326
ethnicity,wbc_min,0.01622640979361392
marital_DIVORCED,wbc_min,0.024711138936639516
marital_MARRIED,wbc_min,0.0023714716952534876
marital_SEPARATED,wbc_min,-0.011135286213345232
marital_SINGLE,wbc_min,-0.03686428253473413
marital_WIDOWED,wbc_min,0.02670393315048862
icu_duration_hour,wbc_min,-0.21491277858167104
icu_times,wbc_min,-0.04878812406903393
icu_times_total,wbc_min,-0.07049463929686951
icu_times_sepsis,wbc_min,-0.014111345898552577
icu_times_total_sepsis,wbc_min,-0.014111345898552577
Comorbidity,wbc_min,0.01800174019532375
glu_min,wbc_min,0.14447122409955648
glu_max,wbc_min,-0.05475840654019299
glu_avg,wbc_min,0.039836707640736276
figglu_min,wbc_min,0.1116534307716376
figglu_max,wbc_min,-0.014808221586476855
figglu_avg,wbc_min,0.07220059410386817
pot_min,wbc_min,0.12874379313568587
pot_max,wbc_min,-0.025373176698213932
pot_avg,wbc_min,0.06173284032032118
sod_min,wbc_min,0.09578118926157438
sod_max,wbc_min,-0.09423935226645813
sod_avg,wbc_min,-0.003626843758046875
hem_min,wbc_min,0.15783314917408098
hem_max,wbc_min,-0.07958627671975636
hem_avg,wbc_min,0.06166858474053426
chl_min,wbc_min,0.14139036214450046
chl_max,wbc_min,-0.06002145356888055
chl_avg,wbc_min,0.04515068148183419
bun_min,wbc_min,0.15229250641848457
bun_max,wbc_min,-0.005431885485440012
bun_avg,wbc_min,0.079150178052356
cre_min,wbc_min,0.04149765384337571
cre_max,wbc_min,0.019208279376433064
cre_avg,wbc_min,0.028485234481743733
hemo_min,wbc_min,0.12338034153153332
hemo_max,wbc_min,-0.11114658951689799
hemo_avg,wbc_min,0.016503369681502872
car_min,wbc_min,-0.07621304645297179
car_max,wbc_min,-0.2883962984404094
car_avg,wbc_min,-0.2193278299193442
rbc_min,wbc_min,0.13405217646229933
rbc_max,wbc_min,-0.06540707061562658
rbc_avg,wbc_min,0.04164091876938417
pla_min,wbc_min,0.19183477106083902
pla_max,wbc_min,0.03696118190742386
pla_avg,wbc_min,0.1289365830046031
wbc_min,wbc_min,1.0
wbc_max,wbc_min,0.6714950010363651
wbc_avg,wbc_min,0.9085302963746535
hea_min,wbc_min,-0.0012739859626212725
hea_max,wbc_min,-0.015181369116771174
hea_avg,wbc_min,0.1257203544321788
mag_min,wbc_min,0.04112963430883455
mag_max,wbc_min,-0.16363125515586355
mag_avg,wbc_min,-0.08048129013238889
res_min,wbc_min,0.061580796596955326
res_max,wbc_min,-0.04161584109194845
res_avg,wbc_min,0.03541382929095932
spo_min,wbc_min,-0.0159110432437055
spo_max,wbc_min,-0.08299821495342566
spo_avg,wbc_min,-0.08824715297034692
spo_alarms,wbc_min,-0.0492594769140106
temp_min,wbc_min,0.046160178105637925
temp_max,wbc_min,-0.1336282929766748
temp_avg,wbc_min,-0.04711452596546014
hear_mode_1st Deg AV Block,wbc_min,-0.008339551701679063
hear_mode_A Paced,wbc_min,0.06365709312925193
hear_mode_AV Paced,wbc_min,0.00519403183236723
hear_mode_Atrial Fib,wbc_min,0.02239620986791478
hear_mode_Atrial Flutter,wbc_min,-0.008300753031249535
hear_mode_Junctional,wbc_min,-0.00374416809515104
hear_mode_MultFocalAtrTach,wbc_min,-0.0372974083259966
hear_mode_Normal Sinus,wbc_min,-0.12046320784642096
hear_mode_Parox Atr Tachy,wbc_min,-0.0045430547673140165
hear_mode_Sinus Brady,wbc_min,-0.02072553401004442
hear_mode_Sinus Tachy,wbc_min,0.1595184310747977
hear_mode_V Paced,wbc_min,-0.039502614374155
hear_last_1st Deg AV Block,wbc_min,-0.009275660639504888
hear_last_2nd AVB Mobitz 2,wbc_min,0.0242168654305536
hear_last_A Paced,wbc_min,0.04730045745979087
hear_last_AV Paced,wbc_min,-0.03488787668656523
hear_last_Asystole,wbc_min,0.013870019180263784
hear_last_Atrial Fib,wbc_min,0.015295359063444031
hear_last_Atrial Flutter,wbc_min,-0.009635624550845205
hear_last_Comp Heart Block,wbc_min,-0.008971763478369444
hear_last_Idioventricular,wbc_min,0.05592885160548125
hear_last_Junctional,wbc_min,0.01745689448282338
hear_last_MultFocalAtrTach,wbc_min,-0.0372974083259966
hear_last_Normal Sinus,wbc_min,-0.07076650337749928
hear_last_Other/Remarks,wbc_min,-0.02650818473216248
hear_last_Sinus Brady,wbc_min,0.033554021068678996
hear_last_Sinus Tachy,wbc_min,0.06046991631617876
hear_last_Supravent Tachy,wbc_min,-0.007339158119884485
hear_last_V Paced,wbc_min,0.014123127361936489
died_immediately,wbc_min,0.13818996955896223
age,wbc_max,0.016421602839302607
gender,wbc_max,0.020232929735245844
ethnicity,wbc_max,0.03037832425903125
marital_DIVORCED,wbc_max,0.0012388163730108891
marital_MARRIED,wbc_max,0.03680233942361237
marital_SEPARATED,wbc_max,-0.03322889492830359
marital_SINGLE,wbc_max,-0.045694011984596945
marital_WIDOWED,wbc_max,0.012643905806912655
icu_duration_hour,wbc_max,0.191331269987144
icu_times,wbc_max,-0.032830790699172635
icu_times_total,wbc_max,-0.06462249378878318
icu_times_sepsis,wbc_max,-0.02570880755371744
icu_times_total_sepsis,wbc_max,-0.02570880755371744
Comorbidity,wbc_max,0.013217892375275667
glu_min,wbc_max,-0.08342885274809528
glu_max,wbc_max,0.10376928729493345
glu_avg,wbc_max,0.023289417570010032
